#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:hanta_S_aligned" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:hanta_S_aligned" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:hanta_S_aligned" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:hanta_S_aligned" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:hanta_S_aligned" spec="beast.base.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.hanta_S_aligned" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="FrequenciesPrior.s:hanta_S_aligned" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:hanta_S_aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <parameter dimension="4" estimate="false" id="RealParameter.7" name="alpha" spec="beast.base.inference.parameter.RealParameter">4.0 4.0 4.0 4.0</parameter>
#            </distr>
#        </prior>
#        <prior id="KappaPrior.s:hanta_S_aligned" name="distribution">
#            <parameter id="kappa.s:hanta_S_aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:hanta_S_aligned" name="distribution" x="@popSize.t:hanta_S_aligned">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@hanta_S_aligned" id="treeLikelihood.hanta_S_aligned" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:hanta_S_aligned">
#            <siteModel id="SiteModel.s:hanta_S_aligned" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:hanta_S_aligned" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:hanta_S_aligned" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:hanta_S_aligned" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:hanta_S_aligned" kappa="@kappa.s:hanta_S_aligned" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:hanta_S_aligned" id="estimatedFreqs.s:hanta_S_aligned" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:hanta_S_aligned" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:hanta_S_aligned" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">0.001</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	popSize	CoalescentConstant
4863000	-85853.09459271799	-85204.44349500685	-648.6510977111292	-85204.44349500685	831.8323184383614	14565.18993761978	2.2116813571642537	0.3300125923718553	0.1912938588800612	0.18271336227476923	0.2959801864733143	4290.196366497411	-642.0301909772223
4864000	-85849.28882822841	-85201.00705244413	-648.2817757842795	-85201.00705244413	817.9859159353854	14491.326478035911	2.1678148417078043	0.3248274855606257	0.1912938588800612	0.18271336227476923	0.30116529328454394	4193.155346060308	-641.7055990811622
4865000	-85855.48370203571	-85207.83445355906	-647.649248476653	-85207.83445355906	819.8480633000461	14303.869960020766	2.1678148417078043	0.3248274855606257	0.1912938588800612	0.18271336227476923	0.30116529328454394	4390.554508554439	-641.0270697590895
4866000	-85862.41296279352	-85214.42152534318	-647.9914374503488	-85214.42152534318	822.7517209974442	14453.309227913784	2.1678148417078043	0.3248274855606257	0.1912938588800612	0.18271336227476923	0.30116529328454394	3759.913800618887	-641.5243182318676
4867000	-85853.62473534142	-85204.13419711271	-649.4905382287087	-85204.13419711271	813.2233287948027	14363.872240711378	2.1678148417078043	0.3248274855606257	0.1912938588800612	0.18271336227476923	0.30116529328454394	4804.177151140694	-642.7783292627034
4868000	-85864.61170905	-85216.98257423753	-647.6291348124755	-85216.98257423753	802.115625508125	14315.824612466975	2.1678148417078043	0.3248274855606257	0.1912938588800612	0.18271336227476923	0.30116529328454394	4156.499195492138	-641.0617384453311
4869000	-85861.28240712106	-85213.88557977733	-647.3968273437291	-85213.88557977733	792.6452851361865	14224.826800503339	2.1678148417078043	0.3248274855606257	0.1912938588800612	0.18271336227476923	0.30116529328454394	3730.6258640139067	-640.9375281454785
4870000	-85859.26522222384	-85212.27203257495	-646.9931896488793	-85212.27203257495	843.2808821257643	14297.979831240355	2.1678148417078043	0.3248274855606257	0.1912938588800612	0.18271336227476923	0.30116529328454394	4333.666401885023	-640.3840525343566
4871000	-85849.13219382752	-85200.48646796047	-648.64572586705	-85200.48646796047	820.2239868290319	14454.198577885867	2.148567856705995	0.32422542556474815	0.19350949626339792	0.18457854830627074	0.29768652986558325	4500.950860809781	-642.0309118567209
4872000	-85849.25216344713	-85201.15890743583	-648.0932560112941	-85201.15890743583	811.5466419682739	14270.689767278347	2.1980504666204577	0.32448697616766387	0.19168085720378844	0.18346035228817512	0.30037181434037263	3403.3263181003963	-641.7211149059729
4873000	-85861.92232543776	-85213.8539708917	-648.0683545460579	-85213.8539708917	805.3301110501915	14417.320542584568	2.1476614892869272	0.3243624424683154	0.19355698527779128	0.18506232857839458	0.29701824367549867	3572.993324645255	-641.6878978739436
4874000	-85855.54344242818	-85207.51201744941	-648.0314249787801	-85207.51201744941	810.7850483372808	14408.18247203352	2.2235285730984877	0.3245721191715207	0.19040970775037747	0.1831719497483879	0.3018462233297139	4261.558466325327	-641.415198070026
4875000	-85865.57273522975	-85218.15373472123	-647.4190005085223	-85218.15373472123	815.9363382746886	14248.70806821328	2.2235285730984877	0.3245721191715207	0.19040970775037747	0.1831719497483879	0.3018462233297139	4024.6430153737606	-640.8599723152084
4876000	-85868.07609965786	-85219.77662907078	-648.2994705870877	-85219.77662907078	808.222919374808	14348.80259253101	2.1762430571112805	0.3245721191715207	0.19040970775037747	0.1831719497483879	0.3018462233297139	4539.128521878646	-641.6387272233311
4877000	-85856.07304651506	-85207.44007787576	-648.6329686393051	-85207.44007787576	831.4973205618718	14570.514763409932	2.1762430571112805	0.3245721191715207	0.19040970775037747	0.1831719497483879	0.3018462233297139	3546.0423904635136	-642.2191281516165
4878000	-85857.57690123493	-85208.84469198633	-648.7322092485963	-85208.84469198633	853.8142879415293	14583.882181350908	2.1762430571112805	0.3245721191715207	0.19040970775037747	0.1831719497483879	0.3018462233297139	3627.5179080003086	-642.2956522804363
4879000	-85852.10877683871	-85202.82433885934	-649.2844379793704	-85202.82433885934	840.0084643219325	14660.451543936833	2.1762430571112805	0.3245721191715207	0.19040970775037747	0.1831719497483879	0.3018462233297139	4289.220875485486	-642.6803245513677
4880000	-85868.61550654453	-85220.69166347387	-647.9238430706597	-85220.69166347387	760.6396012733957	14373.337939632884	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3687.577958088414	-641.4657714508714
4881000	-85857.65352210845	-85209.42571078854	-648.2278113199147	-85209.42571078854	810.7338760226569	14478.725436413946	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4207.019849240156	-641.6379550400022
4882000	-85861.00681038173	-85212.46842900757	-648.5383813741587	-85212.46842900757	837.6436158661195	14549.801562112287	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3974.545288230352	-642.0053692683246
4883000	-85864.26808841541	-85215.70438154509	-648.5637068703171	-85215.70438154509	858.7329283660783	14579.667468269412	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3725.1481977753247	-642.0954984774701
4884000	-85855.63427614934	-85208.30988069689	-647.324395452449	-85208.30988069689	849.9867754728244	14438.791098930553	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3831.510618091274	-640.8280345525931
4885000	-85855.43170150163	-85207.57395814663	-647.8577433549888	-85207.57395814663	842.2818658057889	14269.485032280405	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4513.2264268144545	-641.197629306105
4886000	-85855.66315770363	-85206.4304583723	-649.2326993313336	-85206.4304583723	784.3178691935348	14334.649641886524	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3228.6714719854103	-642.9075268305234
4887000	-85859.17746919252	-85210.59407595276	-648.5833932397613	-85210.59407595276	811.6062630886324	14534.41662433156	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3525.006811108376	-642.1704091141004
4888000	-85861.35430044138	-85213.44521087225	-647.9090895691274	-85213.44521087225	787.4232723741734	14431.961420728054	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4185.482672321725	-641.3243657807791
4889000	-85851.99834098372	-85204.15404956853	-647.8442914151807	-85204.15404956853	878.7534033002253	14535.46076023052	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3827.57267328534	-641.3489588225002
4890000	-85853.67923402818	-85205.54561211499	-648.133621913186	-85205.54561211499	818.0600089254717	14397.841380858932	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4090.0217542778755	-641.5719698670817
4891000	-85851.10500893636	-85203.01861516264	-648.0863937737203	-85203.01861516264	797.6863234486834	14332.434547180539	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4318.403820034381	-641.4704061686749
4892000	-85862.64934659857	-85211.75194522158	-650.897401376985	-85211.75194522158	832.2159596365466	14385.538617722279	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	5444.3299991078975	-644.0497249198344
4893000	-85856.90226970694	-85206.60315445594	-650.2991152510137	-85206.60315445594	786.145813414663	14331.643695295008	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3150.328202591443	-643.9985068551356
4894000	-85859.72907439907	-85212.28012800684	-647.4489463922328	-85212.28012800684	767.3179855895877	14285.82668612318	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4193.072998453678	-640.8624107574262
4895000	-85853.69927004141	-85206.04971948673	-647.6495505546712	-85206.04971948673	786.024216459276	14311.484932538942	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3562.50198682333	-641.2259856942026
4896000	-85852.05966071493	-85203.66659489358	-648.3930658213528	-85203.66659489358	826.943921597033	14463.546267940977	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4053.7640395860717	-641.8403182221925
4897000	-85860.9786286767	-85212.6544407912	-648.3241878855071	-85212.6544407912	796.0601887822066	14419.70111082429	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3607.324674916515	-641.8881197180147
4898000	-85862.45719310768	-85213.50817556743	-648.9490175402511	-85213.50817556743	801.8489448885413	14342.258032582055	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4777.942484778802	-642.2319057717604
4899000	-85862.51817582763	-85214.89036074953	-647.6278150781053	-85214.89036074953	821.2624013403884	14317.640107076328	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3678.6197677300715	-641.1721757022258
4900000	-85867.84810607012	-85218.86391282217	-648.9841932479407	-85218.86391282217	852.5381688950071	14626.454138514458	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3846.7041607088117	-642.4838747712557
4901000	-85863.13586301278	-85214.29987907689	-648.8359839358855	-85214.29987907689	801.8761267416471	14305.325926451795	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4783.737862056396	-642.1176599582898
4902000	-85860.87639427028	-85208.91217715676	-651.9642171135209	-85208.91217715676	816.8895530868165	14526.847174050987	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	5484.978641537438	-645.1091021566089
4903000	-85847.58678334227	-85199.64071192915	-647.9460714131134	-85199.64071192915	778.8262235703895	14295.06609221908	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3450.720881013978	-641.5543864957095
4904000	-85863.187882491	-85215.49213286518	-647.6957496258129	-85215.49213286518	860.1305070872451	14537.473007876697	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3633.5530524785863	-641.2524368967458
4905000	-85864.60394322817	-85216.0899955622	-648.5139476659637	-85216.0899955622	822.462960195563	14540.142997027042	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3840.1507832054426	-642.0153342765059
4906000	-85852.38183687239	-85204.68994159732	-647.691895275077	-85204.68994159732	807.0778081296236	14366.195217843433	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3764.9148040674054	-641.2130682853136
4907000	-85861.29539523524	-85213.76094000666	-647.5344552285751	-85213.76094000666	789.2010736476836	14218.588002066563	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3958.362856849526	-641.0055229516086
4908000	-85849.82373054378	-85201.53162126371	-648.292109280067	-85201.53162126371	836.5335209453816	14419.878967563878	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4458.942416587059	-641.6440959113105
4909000	-85859.52669680704	-85211.65870690909	-647.8679898979525	-85211.65870690909	796.5104892835228	14291.630302836538	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3720.058321424484	-641.4011487948188
4910000	-85857.32909076694	-85209.20156796093	-648.1275228060102	-85209.20156796093	833.5487199599559	14538.625908139613	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4005.292131553211	-641.5868045292696
4911000	-85863.68497856808	-85213.11079404772	-650.574184520361	-85213.11079404772	813.1692145209811	14524.880152494674	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3188.977770327549	-644.2613823459226
4912000	-85858.70769338177	-85208.74750135912	-649.9601920226627	-85208.74750135912	804.0388318635088	14620.948126616206	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3383.2812016969347	-643.5882442571578
4913000	-85869.45498359555	-85220.6131738949	-648.8418097006451	-85220.6131738949	780.4183186825871	14382.56004879316	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4144.016197739172	-642.2670425298054
4914000	-85859.2792507591	-85211.51821176834	-647.7610389907496	-85211.51821176834	798.5704472635192	14230.407948245494	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	3576.2161496438043	-641.3336319335646
4915000	-85855.15493812515	-85205.9758141497	-649.1791239754594	-85205.9758141497	796.9915631618046	14487.701954334549	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4435.786460211594	-642.5363172878751
4916000	-85847.7475458604	-85198.49051325963	-649.2570326007705	-85198.49051325963	793.7649954058003	14214.412831275034	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4940.064095276308	-642.5065525377332
4917000	-85852.19847808882	-85205.30248221468	-646.8959958741269	-85205.30248221468	804.9887792955062	14250.35759117565	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4119.0610501818555	-640.3272688800108
4918000	-85861.34555100168	-85213.81714025112	-647.5284107505641	-85213.81714025112	880.2605345631498	14432.116949525802	2.1762430571112805	0.33039379900572635	0.19040970775037747	0.1831719497483879	0.2960245434955082	4207.045787181849	-640.938548305275
4919000	-85859.8701341006	-85211.0168251213	-648.8533089792937	-85211.0168251213	794.505256696069	14505.093981800766	2.1290655004378656	0.33025399059888855	0.1917793520065397	0.18435077270119746	0.2936158846933744	4277.71812542908	-642.2803986064904
4920000	-85863.51321700714	-85213.54946774813	-649.9637492590167	-85213.54946774813	851.2476000616095	14611.926978614798	2.1290655004378656	0.33025399059888855	0.1917793520065397	0.18435077270119746	0.2936158846933744	4949.537847120084	-643.2449643973652
4921000	-85858.19611542595	-85210.4203582655	-647.7757571604441	-85210.4203582655	795.2944185360052	14426.977086090415	2.1290655004378656	0.33025399059888855	0.1917793520065397	0.18435077270119746	0.2936158846933744	3953.848612645694	-641.2815770699215
4922000	-85863.58917429365	-85214.49920588065	-649.0899684130017	-85214.49920588065	768.8141878943178	14320.305785978004	2.1290655004378656	0.33025399059888855	0.1917793520065397	0.18435077270119746	0.2936158846933744	3335.9438700118935	-642.7657221005348
4923000	-85865.20495599128	-85216.15951922034	-649.0454367709418	-85216.15951922034	816.108996571754	14496.0991476892	2.1290655004378656	0.33025399059888855	0.1917793520065397	0.18435077270119746	0.2936158846933744	4554.617552235304	-642.4098045522946
4924000	-85856.04606473139	-85208.2220712422	-647.8239934891881	-85208.2220712422	805.3592581404303	14262.493019626187	2.1290655004378656	0.33025399059888855	0.1917793520065397	0.18435077270119746	0.2936158846933744	3375.144223785049	-641.4880647791554
4925000	-85862.40278614509	-85214.006043419	-648.3967427260905	-85214.006043419	782.566204580106	14341.760552649806	2.1290655004378656	0.33025399059888855	0.1917793520065397	0.18435077270119746	0.2936158846933744	4345.726323701604	-641.808059164588
4926000	-85847.16817118191	-85198.05885651082	-649.1093146710864	-85198.05885651082	795.6922778053809	14525.162962674513	2.1290655004378656	0.33025399059888855	0.1917793520065397	0.18435077270119746	0.2936158846933744	3513.165000399578	-642.733306676741
4927000	-85853.03719401674	-85205.37431042996	-647.6628835867764	-85205.37431042996	828.7014161805828	14319.393334926934	2.1043134860385875	0.33024774032232224	0.19274599257592617	0.18479853097114507	0.2922077361306067	4330.664763273524	-641.0953752920153
4928000	-85870.07188036067	-85221.91012452893	-648.1617558317348	-85221.91012452893	807.7430852144998	14434.108508099034	2.1043134860385875	0.33024774032232224	0.19274599257592617	0.18479853097114507	0.2922077361306067	4508.5869979462	-641.55398479201
4929000	-85861.05193794197	-85212.38243796729	-648.6694999746845	-85212.38243796729	806.955514266056	14375.040655472892	2.1043134860385875	0.33024774032232224	0.19274599257592617	0.18479853097114507	0.2922077361306067	3329.296826083622	-642.3649516168036
4930000	-85861.38812466279	-85213.06485393614	-648.3232707266421	-85213.06485393614	839.7491101460084	14497.032389229089	2.1043134860385875	0.33024774032232224	0.19274599257592617	0.18479853097114507	0.2922077361306067	3935.5548696318274	-641.8514316063877
4931000	-85854.50150534	-85206.07491689238	-648.4265884476245	-85206.07491689238	795.6088921931014	14368.626458411974	2.1363653493111765	0.33024774032232224	0.19274599257592617	0.18479853097114507	0.2922077361306067	3550.551388082882	-642.0449853196906
4932000	-85850.24225379025	-85200.1684907478	-650.0737630424362	-85200.1684907478	818.3529474527918	14577.48791975886	2.1363653493111765	0.33024774032232224	0.19274599257592617	0.18479853097114507	0.2922077361306067	4747.844035550585	-643.4015721987594
4933000	-85864.84931161224	-85216.41153214918	-648.4377794630526	-85216.41153214918	866.4093942769289	14644.881874718118	2.1363653493111765	0.32657970796600966	0.19274599257592617	0.18479853097114507	0.29587576848691927	4184.283995146322	-641.895860557616
4934000	-85866.33369283604	-85218.71582975239	-647.6178630836562	-85218.71582975239	805.6958489646814	14420.51638685959	2.204193279694585	0.3238577418896563	0.18986132292810246	0.18653838665190525	0.299742548530336	3769.999585859964	-641.1501737298664
4935000	-85865.35646139202	-85217.27358773441	-648.0828736576075	-85217.27358773441	863.3105847288809	14569.557576923748	2.204193279694585	0.3238577418896563	0.18986132292810246	0.18653838665190525	0.299742548530336	3466.8878607374745	-641.6990018740005
4936000	-85860.6806055767	-85211.48508229804	-649.1955232786628	-85211.48508229804	784.0798585192296	14394.95324426386	2.204193279694585	0.3238577418896563	0.18986132292810246	0.18653838665190525	0.299742548530336	3255.3630383253226	-642.8746050145287
4937000	-85858.36591209208	-85208.47942499162	-649.8864871004586	-85208.47942499162	790.0184747563932	14330.859817490213	2.204193279694585	0.3238577418896563	0.18986132292810246	0.18653838665190525	0.299742548530336	3190.249835513987	-643.5857734062043
4938000	-85861.16391881171	-85211.86755191477	-649.2963668969461	-85211.86755191477	790.5751359102327	14500.536063483158	2.204193279694585	0.3238577418896563	0.18986132292810246	0.18653838665190525	0.299742548530336	3893.2384770403983	-642.7965111101036
4939000	-85857.57828531884	-85209.22118906655	-648.357096252295	-85209.22118906655	793.2536893148737	14429.247736870318	2.1098316919388655	0.3238577418896563	0.19292521912970548	0.18653838665190525	0.296678652328733	4109.564972210365	-641.8576381750497
4940000	-85856.48442811881	-85206.92772043469	-649.5567076841321	-85206.92772043469	849.178102504533	14473.11619248542	2.1098316919388655	0.3238577418896563	0.19292521912970548	0.18653838665190525	0.296678652328733	4864.0246411612125	-642.888700572936
4941000	-85858.05978320359	-85209.030091676	-649.0296915275825	-85209.030091676	783.450804797944	14440.179860129752	2.2197213246275695	0.3238577418896563	0.19292521912970548	0.18653838665190525	0.296678652328733	3397.1848927783253	-642.6772390615122
4942000	-85852.89115007565	-85204.95910817462	-647.9320419010327	-85204.95910817462	811.2677939317041	14382.027265032575	2.2197213246275695	0.3238577418896563	0.19292521912970548	0.18653838665190525	0.296678652328733	3849.0567899864304	-641.4547084222426
4943000	-85874.71336680523	-85225.89612918923	-648.8172376159977	-85225.89612918923	851.3525605419018	14320.679203166106	2.1722559249732343	0.3261356230423486	0.19524093212917537	0.18496707132915471	0.2936563734993214	4907.931193575091	-642.1162691211435
4944000	-85855.71543146328	-85208.09644830361	-647.6189831596763	-85208.09644830361	827.2438767666638	14397.885993023863	2.1722559249732343	0.3261356230423486	0.18837102529112434	0.18496707132915471	0.3005262803373724	3926.221262695713	-641.10310211228
4945000	-85862.61874240151	-85213.932076175	-648.6866662265161	-85213.932076175	744.0101321574917	14314.719096229097	2.1248110268523237	0.32551567345925697	0.18992705930935264	0.18638120219503534	0.29817606503635496	4110.684686348246	-642.1618981583416
4946000	-85847.86798598469	-85199.49190808633	-648.3760778983631	-85199.49190808633	805.9746905952766	14404.262189740874	2.183096540425137	0.32551567345925697	0.18992705930935264	0.18638120219503534	0.29817606503635496	3574.4179926328125	-641.9680673424575
4947000	-85856.54469264264	-85207.97550573168	-648.5691869109605	-85207.97550573168	789.4761925320042	14482.734962081711	2.1062527079402478	0.3195243948303457	0.1925202054240662	0.18359392188463358	0.30436147786095463	4636.368341241988	-641.9327868305832
4948000	-85867.96967160699	-85220.68964343557	-647.2800281714113	-85220.68964343557	784.5045662904349	14319.963522384218	2.1062527079402478	0.3195243948303457	0.1925202054240662	0.18359392188463358	0.30436147786095463	4015.792988356692	-640.7873246314001
4949000	-85866.03027478686	-85217.0264974697	-649.0037773171443	-85217.0264974697	771.645480572588	14517.040352283993	2.1062527079402478	0.3195243948303457	0.1925202054240662	0.18359392188463358	0.30436147786095463	4354.314923255399	-642.4301413216327
4950000	-85856.66904754758	-85209.38295804366	-647.2860895039124	-85209.38295804366	799.2444660764426	14332.078401761622	2.1793083616597775	0.31956186108234386	0.18983876582956122	0.18153697590794396	0.30906239718015105	3872.9648505624764	-640.7711519545917
4951000	-85864.43993510195	-85216.35828155756	-648.0816535443955	-85216.35828155756	827.8060283011471	14388.636062430758	2.1793083616597775	0.31956186108234386	0.18983876582956122	0.18153697590794396	0.30906239718015105	3398.1640835405788	-641.6975010097059
4952000	-85869.7559305916	-85220.83738647887	-648.9185441127191	-85220.83738647887	796.2847398123937	14412.660558771704	2.1793083616597775	0.31956186108234386	0.18983876582956122	0.18153697590794396	0.30906239718015105	3781.7036442347385	-642.4274522807532
4953000	-85859.5934920836	-85211.92871356454	-647.6647785190613	-85211.92871356454	829.661555701902	14350.44178603776	2.0958063275423804	0.31923425384398907	0.19352497731366053	0.18378456359620546	0.30345620524614486	3731.540484918819	-641.2567093882353
4954000	-85852.14384883519	-85202.04805340312	-650.0957954320681	-85202.04805340312	833.0381794105965	14606.97954211329	2.0958063275423804	0.31923425384398907	0.19352497731366053	0.18378456359620546	0.30345620524614486	5013.255622220855	-643.3924619194285
4955000	-85860.90876942547	-85212.22874464947	-648.680024775998	-85212.22874464947	838.9251209679078	14461.332801893388	2.1689714982686517	0.3202041066288833	0.19038325937761105	0.18228834938538527	0.30712428460812047	3436.530714911169	-642.2968545762398
4956000	-85860.56465292026	-85212.94668298835	-647.6179699319248	-85212.94668298835	835.8317258797072	14365.921960051512	2.1689714982686517	0.3202041066288833	0.19038325937761105	0.18228834938538527	0.30712428460812047	4356.598847024413	-640.9975705095712
4957000	-85859.774763612	-85210.94958444187	-648.8251791701316	-85210.94958444187	779.1947310935993	14341.233945264948	2.1689714982686517	0.3202041066288833	0.19038325937761105	0.18228834938538527	0.30712428460812047	4355.372744072832	-642.2050612232046
4958000	-85855.5052743065	-85207.17087686998	-648.3343974365293	-85207.17087686998	799.8717450435512	14373.648629387519	2.1689714982686517	0.3202041066288833	0.19038325937761105	0.18228834938538527	0.30712428460812047	3916.9947893176522	-641.8203649617485
4959000	-85864.21041597339	-85212.85480404091	-651.3556119324824	-85212.85480404091	835.5210897428763	14304.669034255347	2.1689714982686517	0.3202041066288833	0.19038325937761105	0.18228834938538527	0.30712428460812047	5632.117971919364	-644.4784186167556
4960000	-85861.49538282733	-85214.28599475186	-647.2093880754713	-85214.28599475186	818.4730751658292	14231.672099687918	2.110460921639354	0.31999241385891425	0.1925357139485385	0.18383622511513736	0.30363564707740986	4410.642821885091	-640.622654072224
4961000	-85861.14426501798	-85212.69823769962	-648.4460273183646	-85212.69823769962	844.87768055978	14536.256085750885	2.1833256947289343	0.32018165473093324	0.18992641038863586	0.1822827256202243	0.3076092092602065	3930.1142613353804	-641.9202165512756
4962000	-85870.9630639177	-85221.72391088838	-649.2391530293263	-85221.72391088838	808.0052155187112	14647.457435276914	2.1833256947289343	0.3272289198832015	0.18992641038863586	0.1822827256202243	0.30056194410793824	4161.298936951872	-642.6519690146722
4963000	-85858.45890141319	-85209.56720747148	-648.8916939417097	-85209.56720747148	828.2804893026058	14417.409162780155	2.1833256947289343	0.3272289198832015	0.18992641038863586	0.1822827256202243	0.30056194410793824	4381.0867048411355	-642.253040397307
4964000	-85857.51682672357	-85208.84543414244	-648.6713925811301	-85208.84543414244	848.4220714778439	14537.58867228962	2.1833256947289343	0.3272289198832015	0.18992641038863586	0.1822827256202243	0.30056194410793824	3677.645698649856	-642.2077630448226
