taxid	name_txt	name_class	name_norm	sci_name	rank	lineage_taxids	lineage_names	lineage_ranks
2022412	Mammarenavirus sp.	scientific name	mammarenavirus sp.	Mammarenavirus sp.	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;2022412	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Mammarenavirus sp.	;;;;;;;;family;;;species
2201416	Xingyi virus	scientific name	xingyi virus	Xingyi virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;2201416	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Xingyi virus	;;;;;;;;family;;;species
2479483	Rat mammarenavirus	scientific name	rat mammarenavirus	Rat mammarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;2479483	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Rat mammarenavirus	;;;;;;;;family;;;species
2838264	Mammarenavirus AnRB3214	scientific name	mammarenavirus anrb3214	Mammarenavirus AnRB3214	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;2838264	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Mammarenavirus AnRB3214	;;;;;;;;family;;;species
2877494	Wenzhou Apodemus agrarius mammarenavirus 1	scientific name	wenzhou apodemus agrarius mammarenavirus 1	Wenzhou Apodemus agrarius mammarenavirus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;2877494	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Wenzhou Apodemus agrarius mammarenavirus 1	;;;;;;;;family;;;species
2877495	Wenzhou Rattus norvegicus mammarenavirus 1	scientific name	wenzhou rattus norvegicus mammarenavirus 1	Wenzhou Rattus norvegicus mammarenavirus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;2877495	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Wenzhou Rattus norvegicus mammarenavirus 1	;;;;;;;;family;;;species
2877496	Wenzhou Rattus tanezumi mammarenavirus 1	scientific name	wenzhou rattus tanezumi mammarenavirus 1	Wenzhou Rattus tanezumi mammarenavirus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;2877496	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Wenzhou Rattus tanezumi mammarenavirus 1	;;;;;;;;family;;;species
2877497	Wenzhou Suncus murinus mammarenavirus 1	scientific name	wenzhou suncus murinus mammarenavirus 1	Wenzhou Suncus murinus mammarenavirus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;2877497	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Wenzhou Suncus murinus mammarenavirus 1	;;;;;;;;family;;;species
2877498	Wufeng Niviventer niviventer mammarenavirus 1	scientific name	wufeng niviventer niviventer mammarenavirus 1	Wufeng Niviventer niviventer mammarenavirus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;2877498	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Wufeng Niviventer niviventer mammarenavirus 1	;;;;;;;;family;;;species
2877499	Wufeng Rhinolophus pearsonii mammarenavirus 1	scientific name	wufeng rhinolophus pearsonii mammarenavirus 1	Wufeng Rhinolophus pearsonii mammarenavirus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;2877499	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Wufeng Rhinolophus pearsonii mammarenavirus 1	;;;;;;;;family;;;species
2929006	Wenzhou Rattus losea mammarenavirus 1	scientific name	wenzhou rattus losea mammarenavirus 1	Wenzhou Rattus losea mammarenavirus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;2929006	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Wenzhou Rattus losea mammarenavirus 1	;;;;;;;;family;;;species
2934317	Aershan mammarenavirus	scientific name	aershan mammarenavirus	Aershan mammarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;2934317	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Aershan mammarenavirus	;;;;;;;;family;;;species
2994979	Tiete mammarenavirus	scientific name	tiete mammarenavirus	Tiete mammarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;2994979	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Tiete mammarenavirus	;;;;;;;;family;;;species
3014462	WENV Rattus norvegicus mammarenavirus	scientific name	wenv rattus norvegicus mammarenavirus	WENV Rattus norvegicus mammarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;3014462	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;WENV Rattus norvegicus mammarenavirus	;;;;;;;;family;;;species
3030863	Ngerengere mammarenavirus	scientific name	ngerengere mammarenavirus	Ngerengere mammarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;3030863	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Ngerengere mammarenavirus	;;;;;;;;family;;;species
3030864	Songea mammarenavirus	scientific name	songea mammarenavirus	Songea mammarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;3030864	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Songea mammarenavirus	;;;;;;;;family;;;species
3030865	Berega mammarenavirus	scientific name	berega mammarenavirus	Berega mammarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;3030865	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Berega mammarenavirus	;;;;;;;;family;;;species
3385012	Dandong mammarenavirus	scientific name	dandong mammarenavirus	Dandong mammarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;3385012	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Dandong mammarenavirus	;;;;;;;;family;;;species
3386165	Yunnan rodent mammarenavirus 1	scientific name	yunnan rodent mammarenavirus 1	Yunnan rodent mammarenavirus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;3386165	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Yunnan rodent mammarenavirus 1	;;;;;;;;family;;;species
3386197	Yunnan shrew mammarenavirus 1	scientific name	yunnan shrew mammarenavirus 1	Yunnan shrew mammarenavirus 1	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;3386197	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Yunnan shrew mammarenavirus 1	;;;;;;;;family;;;species
3396567	Pannonia mammarenavirus	scientific name	pannonia mammarenavirus	Pannonia mammarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;3396567	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Pannonia mammarenavirus	;;;;;;;;family;;;species
3411295	Rodent Mammarenavirus	scientific name	rodent mammarenavirus	Rodent Mammarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;3411295	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Rodent Mammarenavirus	;;;;;;;;family;;;species
3467812	Lasli virus	scientific name	lasli virus	Lasli virus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2022411;3467812	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;unclassified Mammarenavirus;Lasli virus	;;;;;;;;family;;;species
2847047	Alxa virus	scientific name	alxa virus	Alxa virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2734414;2847047	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus alashanense;Alxa virus	;;;;;;;;family;;;no rank
3070199	Bitu virus	scientific name	bitu virus	Bitu virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2956183;3070199	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus bituense;Bitu virus	;;;;;;;;family;;;no rank
3070923	Kwanza virus	scientific name	kwanza virus	Kwanza virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;2956184;3070923	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus kwanzaense;Kwanza virus	;;;;;;;;family;;;no rank
2886894	Amapari virus	scientific name	amapari virus	Amapari virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052296;2886894	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus amapariense;Amapari virus	;;;;;;;;family;;;no rank
2850049	Apore virus	scientific name	apore virus	Apore virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052297;2850049	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus aporeense;Apore virus	;;;;;;;;family;;;no rank
2907957	Sabia virus	scientific name	sabia virus	Sabia virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052299;2907957	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus brazilense;Sabia virus	;;;;;;;;family;;;no rank
2905917	Pichinde virus	scientific name	pichinde virus	Pichinde virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052300;2905917	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus caliense;Pichinde virus	;;;;;;;;family;;;no rank
2010246	Souris virus	scientific name	souris virus	Souris virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052301;2010246	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus cameroonense;Souris virus	;;;;;;;;family;;;no rank
11624	Lymphocytic choriomeningitis virus (strain Armstrong)	scientific name	lymphocytic choriomeningitis virus (strain armstrong)	Lymphocytic choriomeningitis virus (strain Armstrong)	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052303;11624	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus choriomeningitidis;Lymphocytic choriomeningitis virus (strain Armstrong)	;;;;;;;;family;;;no rank
11625	Lymphocytic choriomeningitis virus (strain Pasteur)	scientific name	lymphocytic choriomeningitis virus (strain pasteur)	Lymphocytic choriomeningitis virus (strain Pasteur)	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052303;11625	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus choriomeningitidis;Lymphocytic choriomeningitis virus (strain Pasteur)	;;;;;;;;family;;;no rank
11626	Lymphocytic choriomeningitis virus (strain Traub)	scientific name	lymphocytic choriomeningitis virus (strain traub)	Lymphocytic choriomeningitis virus (strain Traub)	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052303;11626	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus choriomeningitidis;Lymphocytic choriomeningitis virus (strain Traub)	;;;;;;;;family;;;no rank
11627	Lymphocytic choriomeningitis virus (strain WE)	scientific name	lymphocytic choriomeningitis virus (strain we)	Lymphocytic choriomeningitis virus (strain WE)	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052303;11627	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus choriomeningitidis;Lymphocytic choriomeningitis virus (strain WE)	;;;;;;;;family;;;no rank
483046	Dandenong virus	scientific name	dandenong virus	Dandenong virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052303;483046	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus choriomeningitidis;Dandenong virus	;;;;;;;;family;;;no rank
2847814	Kitale virus	scientific name	kitale virus	Kitale virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052309;2847814	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus kitaleense;Kitale virus	;;;;;;;;family;;;no rank
2201415	Lijiang virus	scientific name	lijiang virus	Lijiang virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052312;2201415	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus lijiangense;Lijiang virus	;;;;;;;;family;;;no rank
1134579	Lunk virus NKS-1	scientific name	lunk virus nks-1	Lunk virus NKS-1	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052316;1134579	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus lunkense;Lunk virus NKS-1	;;;;;;;;family;;;no rank
300175	Mopeia virus AN20410	scientific name	mopeia virus an20410	Mopeia virus AN20410	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052320;300175	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus mopeiaense;Mopeia virus AN20410	;;;;;;;;family;;;no rank
573900	Morogoro mammarenavirus	scientific name	morogoro mammarenavirus	Morogoro mammarenavirus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052320;573900	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus mopeiaense;Morogoro mammarenavirus	;;;;;;;;family;;;no rank
2905947	Parana virus	scientific name	parana virus	Parana virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052323;2905947	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus paranaense;Parana virus	;;;;;;;;family;;;no rank
1518603	Arenaviridae sp. 13ZR68	scientific name	arenaviridae sp. 13zr68	Arenaviridae sp. 13ZR68	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052327;1518603	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus solweziense;Arenaviridae sp. 13ZR68	;;;;;;;;family;;;no rank
31614	Tacaribe virus strain TRVL 11598	scientific name	tacaribe virus strain trvl 11598	Tacaribe virus strain TRVL 11598	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052328;31614	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus tacaribeense;Tacaribe virus strain TRVL 11598	;;;;;;;;family;;;no rank
31615	Tacaribe virus strain V5	scientific name	tacaribe virus strain v5	Tacaribe virus strain V5	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052328;31615	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus tacaribeense;Tacaribe virus strain V5	;;;;;;;;family;;;no rank
31616	Tacaribe virus strain V7	scientific name	tacaribe virus strain v7	Tacaribe virus strain V7	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052328;31616	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus tacaribeense;Tacaribe virus strain V7	;;;;;;;;family;;;no rank
928313	Tacaribe virus strain Franze-Fernandez	scientific name	tacaribe virus strain franze-fernandez	Tacaribe virus strain Franze-Fernandez	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052328;928313	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus tacaribeense;Tacaribe virus strain Franze-Fernandez	;;;;;;;;family;;;no rank
1095757	Real de Catorce virus	scientific name	real de catorce virus	Real de Catorce virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052328;1095757	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus tacaribeense;Real de Catorce virus	;;;;;;;;family;;;no rank
1163668	Ocozocoautla de Espinosa virus	scientific name	ocozocoautla de espinosa virus	Ocozocoautla de Espinosa virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052328;1163668	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus tacaribeense;Ocozocoautla de Espinosa virus	;;;;;;;;family;;;no rank
1587502	Wenzhou virus 3	scientific name	wenzhou virus 3	Wenzhou virus 3	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052330;1587502	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus wenzhouense;Wenzhou virus 3	;;;;;;;;family;;;no rank
1587503	Wenzhou virus 2	scientific name	wenzhou virus 2	Wenzhou virus 2	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052330;1587503	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus wenzhouense;Wenzhou virus 2	;;;;;;;;family;;;no rank
2079549	Haikou virus	scientific name	haikou virus	Haikou virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052330;2079549	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus wenzhouense;Haikou virus	;;;;;;;;family;;;no rank
404768	Catarina virus	scientific name	catarina virus	Catarina virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052331;404768	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus whitewaterense;Catarina virus	;;;;;;;;family;;;no rank
466143	Tonto creek virus	scientific name	tonto creek virus	Tonto creek virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052331;466143	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus whitewaterense;Tonto creek virus	;;;;;;;;family;;;no rank
466144	Big brushy tank virus	scientific name	big brushy tank virus	Big brushy tank virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052331;466144	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus whitewaterense;Big brushy tank virus	;;;;;;;;family;;;no rank
481886	Skinner Tank virus	scientific name	skinner tank virus	Skinner Tank virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052331;481886	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus whitewaterense;Skinner Tank virus	;;;;;;;;family;;;no rank
481887	North American arenavirus	scientific name	north american arenavirus	North American arenavirus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052331;481887	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus whitewaterense;North American arenavirus	;;;;;;;;family;;;no rank
523743	Arenavirus AV 96010025	scientific name	arenavirus av 96010025	Arenavirus AV 96010025	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052331;523743	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus whitewaterense;Arenavirus AV 96010025	;;;;;;;;family;;;no rank
568065	Arenavirus H0380005	scientific name	arenavirus h0380005	Arenavirus H0380005	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052331;568065	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus whitewaterense;Arenavirus H0380005	;;;;;;;;family;;;no rank
2267561	Xapuri virus	scientific name	xapuri virus	Xapuri virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3052332;2267561	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus xapuriense;Xapuri virus	;;;;;;;;family;;;no rank
3070833	Dhati Welel virus	scientific name	dhati welel virus	Dhati Welel virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3060184;3070833	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus dhati-welelense;Dhati Welel virus	;;;;;;;;family;;;no rank
3416946	Aba-Mianyang virus	scientific name	aba-mianyang virus	Aba-Mianyang virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3416945;3416946	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus abaense;Aba-Mianyang virus	;;;;;;;;family;;;no rank
2800209	plateau pika virus	scientific name	plateau pika virus	plateau pika virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3430643;2800209	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus batangense;plateau pika virus	;;;;;;;;family;;;no rank
3036599	Mecsek Mountains virus	scientific name	mecsek mountains virus	Mecsek Mountains virus	no rank	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653394;3430647;3036599	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Mammarenavirus;Mammarenavirus mecsekense;Mecsek Mountains virus	;;;;;;;;family;;;no rank
1653397	Alethinophid 1 reptarenavirus	scientific name	alethinophid 1 reptarenavirus	Alethinophid 1 reptarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653395;1654822;1653397	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Reptarenavirus;unclassified Reptarenavirus;Alethinophid 1 reptarenavirus	;;;;;;;;family;;;species
1653399	Alethinophid 3 reptarenavirus	scientific name	alethinophid 3 reptarenavirus	Alethinophid 3 reptarenavirus	species	1;10239;2559587;2732396;2497569;2497571;3151693;3151839;11617;1653395;1654822;1653399	root;Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Bunyaviricetes;Hareavirales;Arenaviridae;Reptarenavirus;unclassified Reptarenavirus;Alethinophid 3 reptarenavirus	;;;;;;;;family;;;species
