1_Specimen_Number,2_Ab_or_RNA_pos,3_Date,4_Trap_Line,5_Trap_Number,6_Status,7_Weight,8_Genus,9_Species,10_Male_or_Female,11_Age,12_Blood,13_Heart,14_Lung,15_Kidney,16_Muscle,17_Total_Body_Length,18_Tail_Length,19_Hind_foot_length,20_Ear_length,21_Time_of_day,22_IFA_1:10,23_IFA_1:32,24_IFA_SCORE,25_RTPCR_Status,26_Comments
182,0,25/09/2019,D,34,Alive,17.6,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,880,365,176,124,Am,NEGATIVE,NOT TESTED,0,Not Tested,
180,0,25/09/2019,D,26,Alive,25.7,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,960,962,235,176,Am,NEGATIVE,NOT TESTED,0,Not Tested,
179,0,25/09/2019,D,33,Alive,17.5,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,870,368,153,133,Am,NEGATIVE,NOT TESTED,0,Not Tested,Fleas
178,0,25/09/2019,C,16,Alive,13.8,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,827,360,152,122,Am,NEGATIVE,NOT TESTED,0,Not Tested,
177,0,25/09/2019,D,18,Dead,27.4,Apodemus,flavicolus,Female,adult,No,Yes,Yes,Yes,Yes,876,880,234,150,Am,NEGATIVE,NOT TESTED,0,Not Tested,
176,0,25/09/2019,D,17,Alive,16,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,896,380,164,124,Am,NEGATIVE,NOT TESTED,0,Not Tested,
175,0,25/09/2019,D,30,Dead,6.6,Sorex,minutus,Female,adult,No,Yes,Yes,Yes,Yes,632,398,131,179,Am,NEGATIVE,NOT TESTED,0,Not Tested,
174,1,25/09/2019,C,48,Dead,31.5,Apodemus,flavicolus,Male,adult,No,Yes,Yes,Yes,Yes,888,1020,232,157,Am,POSITIVE,NOT TESTED,128,POSITIVE,
173,0,25/09/2019,D,19,Alive,16.7,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,851,420,153,134,Am,NEGATIVE,NOT TESTED,0,Not Tested,
172,0,25/09/2019,C,6,Dead,26,Apodemus,flavicolus,Female,adult,No,Yes,Yes,Yes,Yes,897,980,233,165,Am,NEGATIVE,NOT TESTED,0,Not Tested,
171,0,25/09/2019,C,31,Dead,6.9,Sorex,minutus,Female,adult,No,Yes,Yes,Yes,Yes,656,334,124,57,Am,NEGATIVE,NOT TESTED,0,Not Tested,
170,0,25/09/2019,D,29,Alive,15.6,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,808,357,168,122,Am,NEGATIVE,NOT TESTED,0,Not Tested,
169,1,25/09/2019,D,8,Dead,21.6,Myodes,glareolus,Female,adult,No,Yes,Yes,Yes,Yes,866,428,165,135,Am,POSITIVE,POSITIVE,256,Not Tested,
168,0,25/09/2019,C,27,Dead,14.3,Apodemus,agrarius,Male,juvenile,No,Yes,Yes,Yes,Yes,767,680,186,115,Am,NEGATIVE,NOT TESTED,0,Not Tested,
167,0,25/09/2019,D,50,Alive,16.8,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,832,372,175,126,Am,NEGATIVE,NOT TESTED,0,Not Tested,
166,0,25/09/2019,D,11,Dead,15.4,Apodemus,agrarius,Male,adult,No,Yes,Yes,Yes,Yes,778,658,182,115,Am,NEGATIVE,NOT TESTED,0,Not Tested,Tail with infection
165,0,25/09/2019,C,11,Dead,15.3,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,813,328,178,127,Am,NEGATIVE,NOT TESTED,0,Not Tested,
164,0,25/09/2019,C,33,Alive,22,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,946,378,165,159,Am,NEGATIVE,NOT TESTED,0,Not Tested,
163,0,25/09/2019,C,2,Dead,15.8,Apodemus,agrarius,Male,adult,No,Yes,Yes,Yes,Yes,773,604,190,104,Am,NEGATIVE,NEGATIVE,0,Not Tested,
162,0,25/09/2019,D,13,Alive,18.8,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,875,360,174,130,Am,NEGATIVE,NOT TESTED,0,Not Tested,
161,1,25/09/2019,C,32,Dead,20.3,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,902,515,166,126,Am,POSITIVE,POSITIVE,1024,Not Tested,
160,1,25/09/2019,C,10,Alive,15.3,Apodemus,flavicolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,743,835,230,172,Am,POSITIVE,POSITIVE,256,POSITIVE,
159,0,25/09/2019,C,34,Dead,14.6,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,764,385,169,128,Am,NEGATIVE,NOT TESTED,0,Not Tested,
158,1,25/09/2019,C,35,Dead,19.1,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,854,426,155,126,Am,POSITIVE,POSITIVE,2048,Not Tested,
157,1,25/09/2019,C,36,Alive,23.2,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,960,957,252,169,Am,POSITIVE,POSITIVE,128,NEGATIVE,
156,1,25/09/2019,C,40,Dead,12.4,Myodes,glareolus,Male,juvenile,No,Yes,Yes,Yes,Yes,747,349,175,133,Am,POSITIVE,POSITIVE,256,Not Tested,
155,0,25/09/2019,C,9,Alive,15.2,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,848,397,167,124,Am,NEGATIVE,NOT TESTED,0,Not Tested,
154,0,25/09/2019,C,23,Dead,13.3,Myodes,glareolus,Male,juvenile,No,Yes,Yes,Yes,Yes,746,357,163,135,Am,POSITIVE,NEGATIVE,0,Not Tested,Larva ticks
153,0,25/09/2019,C,19,Alive,20.9,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,910,409,165,138,Am,NEGATIVE,NOT TESTED,0,Not Tested,
152,0,25/09/2019,D,37,Dead,26.4,Apodemus,flavicolus,Male,adult,No,Yes,Yes,Yes,Yes,844,990,244,167,Am,NEGATIVE,NOT TESTED,0,Not Tested,
151,0,25/09/2019,C,5,Alive,29,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,996,1097,223,173,Am,NEGATIVE,NOT TESTED,0,Not Tested,
150,0,25/09/2019,C,37,Dead,14.5,Myodes,glareolus,Female,adult,No,Yes,Yes,Yes,Yes,784,371,170,125,Am,NEGATIVE,NOT TESTED,0,Not Tested,
149,0,25/09/2019,D,38,Alive,15.2,Myodes,glareolus,Female,adult,Yes,Yes,Yes,Yes,Yes,879,418,160,138,Am,NEGATIVE,NOT TESTED,0,Not Tested,
148,0,25/09/2019,D,39,Dead,13.7,Myodes,glareolus,Female,adult,No,Yes,Yes,Yes,Yes,757,418,148,130,Am,NEGATIVE,NOT TESTED,0,Not Tested,
147,0,25/09/2019,D,49,Alive,26.6,Apodemus,flavicolus,Female,adult,Yes,Yes,Yes,Yes,Yes,1031,955,221,167,Am,NEGATIVE,NOT TESTED,0,Not Tested,Fleas
146,0,25/09/2019,D,35,Dead,12.4,Myodes,glareolus,Male,juvenile,No,Yes,Yes,Yes,Yes,735,345,150,112,Am,NEGATIVE,NOT TESTED,0,Not Tested,
145,0,25/09/2019,D,35,Alive,13.2,Myodes,glareolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,883,346,145,106,Am,POSITIVE,NEGATIVE,0,Not Tested,Moribund
144,0,25/09/2019,D,14,Dead,14,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,826,393,150,112,Am,NEGATIVE,NOT TESTED,0,Not Tested,
143,0,25/09/2019,D,16,Alive,24.3,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,958,914,232,124,Am,NEGATIVE,NOT TESTED,0,Not Tested,
142,1,25/09/2019,D,3,Dead,15,Myodes,glareolus,Female,adult,No,Yes,Yes,Yes,Yes,878,454,164,157,Am,POSITIVE,POSITIVE,256,Not Tested,
141,0,25/09/2019,D,12,Alive,21.5,Apodemus,flavicolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,921,896,205,160,Am,NEGATIVE,NOT TESTED,0,Not Tested,
140,0,25/09/2019,D,2,Dead,26.8,Apodemus,flavicolus,Female,adult,No,Yes,Yes,Yes,Yes,942,996,203,155,Am,NEGATIVE,NOT TESTED,0,Not Tested,
139,1,25/09/2019,D,7,Alive,20.6,Apodemus,flavicolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,887,986,216,170,Am,POSITIVE,POSITIVE,64,NEGATIVE,
138,1,25/09/2019,D,6,Dead,15.2,Apodemus,agrarius,Male,adult,No,Yes,Yes,Yes,Yes,741,740,195,122,Am,POSITIVE,POSITIVE,1024,POSITIVE,
137,0,25/09/2019,B,41,Alive,17.5,Myodes,glareolus,Female,adult,Yes,Yes,Yes,Yes,Yes,834,395,145,138,Am,NEGATIVE,NOT TESTED,0,Not Tested,
136,0,25/09/2019,D,1,Dead,17.5,Apodemus,agrarius,Male,adult,No,Yes,Yes,Yes,Yes,860,714,194,101,Am,NEGATIVE,NEGATIVE,0,Not Tested,Tail with infection
135,0,25/09/2019,B,28,Alive,33.6,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,1130,1046,216,194,Am,NEGATIVE,NOT TESTED,0,Not Tested,Fleas
134,0,25/09/2019,B,47,Dead,40.4,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,852,305,155,120,Am,NEGATIVE,NOT TESTED,0,Not Tested,
133,0,25/09/2019,B,17,Alive,41.7,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,1131,1062,252,190,Am,NEGATIVE,NOT TESTED,0,Not Tested,
132,0,25/09/2019,B,32,Dead,12.1,Myodes,glareolus,Female,adult,No,Yes,Yes,Yes,Yes,780,410,238,135,Am,POSITIVE,NEGATIVE,0,Not Tested,
131,0,25/09/2019,B,33,Alive,16.3,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,879,425,145,99,Am,NEGATIVE,NOT TESTED,0,Not Tested,
130,0,25/09/2019,B,24,Dead,13.2,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,745,415,138,116,Am,NEGATIVE,NOT TESTED,0,Not Tested,
129,0,25/09/2019,D,46,Alive,25.2,Apodemus,flavicolus,Female,adult,Yes,Yes,Yes,Yes,Yes,912,109,225,165,Am,NEGATIVE,NOT TESTED,0,Not Tested,
128,0,25/09/2019,B,22,Alive,15.4,Myodes,glareolus,Female,adult,Yes,Yes,Yes,Yes,Yes,878,334,132,114,Am,NEGATIVE,NOT TESTED,0,Not Tested,
127,0,25/09/2019,A,7,Dead,23.2,Apodemus,flavicolus,Female,adult,No,Yes,Yes,Yes,Yes,870,942,236,165,Am,NEGATIVE,NOT TESTED,0,Not Tested,
126,1,25/09/2019,A,2,Dead,16.9,Myodes,glareolus,Male,adult,No,Yes,Yes,Yes,Yes,884,393,143,94,Am,POSITIVE,POSITIVE,4096,Not Tested,
125,1,25/09/2019,A,12,Alive,37.5,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,1072,0,228,183,Am,POSITIVE,POSITIVE,512,NEGATIVE,"Cut tail, missing age (assumed adult)"
124,0,25/09/2019,A,8,Dead,7.1,Sorex,minutus,Female,adult,No,Yes,Yes,Yes,Yes,625,267,98,54,Am,NEGATIVE,NOT TESTED,0,Not Tested,Missing age (assumed to be adult)
123,0,25/09/2019,A,42,Alive,12.8,Microtus,subterraneus,Female,adult,Yes,Yes,Yes,Yes,Yes,774,250,114,98,Am,NEGATIVE,NOT TESTED,0,Not Tested,Microtus subterranus
122,0,24/09/2019,B,24,Alive,15.4,Myodes,glareolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,804,350,175,123,Pm,NEGATIVE,NOT TESTED,0,Not Tested,Mites
121,0,24/09/2019,B,37,Alive,17.5,Myodes,glareolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,842,394,124,149,Am,NEGATIVE,NOT TESTED,0,Not Tested,
120,0,24/09/2019,A,18,Alive,5.5,Sorex,minutus,Male,adult,Yes,Yes,Yes,Yes,Yes,604,349,117,44,Am,NEGATIVE,NOT TESTED,0,Not Tested,
119,0,24/09/2019,A,7,Dead,29.1,Apodemus,flavicolus,Male,adult,No,Yes,Yes,Yes,Yes,923,1106,238,193,Am,POSITIVE,NEGATIVE,0,NEGATIVE,
118,0,24/09/2019,A,9,Dead,23.4,Apodemus,flavicolus,Male,adult,No,Yes,Yes,Yes,Yes,911,955,233,186,Am,NEGATIVE,NOT TESTED,64,NEGATIVE,"Mites  (gamasid), used kidney for titer"
117,0,24/09/2019,B,39,Dead,13.8,Myodes,glareolus,Male,juvenile,No,Yes,Yes,Yes,Yes,786,327,173,140,Am,NEGATIVE,NOT TESTED,0,Not Tested,
116,0,24/09/2019,B,11,Dead,12.4,Myodes,glareolus,Male,juvenile,No,Yes,Yes,Yes,Yes,736,320,145,138,Am,NEGATIVE,NOT TESTED,0,Not Tested,
115,0,24/09/2019,B,29,Dead,33.5,Apodemus,flavicolus,Male,juvenile,No,Yes,Yes,Yes,Yes,954,960,219,186,Am,NEGATIVE,NOT TESTED,0,Not Tested,Mites
114,0,24/09/2019,B,7,Dead,15.2,Myodes,glareolus,Male,juvenile,No,Yes,Yes,Yes,Yes,810,359,147,139,Am,POSITIVE,NOT TESTED,128,Not Tested,
113,0,24/09/2019,B,17,Dead,15,Myodes,glareolus,Male,juvenile,No,Yes,Yes,Yes,Yes,755,394,153,128,Am,NEGATIVE,NOT TESTED,0,Not Tested,
112,0,24/09/2019,A,17,Dead,23.2,Apodemus,flavicolus,Female,juvenile,No,Yes,Yes,Yes,Yes,863,1005,223,169,Am,NEGATIVE,NOT TESTED,0,Not Tested,
111,0,24/09/2019,B,14,Dead,32.7,Apodemus,flavicolus,Female,adult,No,Yes,Yes,Yes,Yes,963,992,226,186,Am,NEGATIVE,NOT TESTED,0,Not Tested,
110,0,24/09/2019,B,13,Dead,34.6,Apodemus,flavicolus,Female,juvenile,No,Yes,Yes,Yes,Yes,926,1115,225,187,Am,NEGATIVE,NOT TESTED,0,Not Tested,
109,0,24/09/2019,B,9,Alive,26.4,Apodemus,flavicolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,1028,947,244,170,Am,NEGATIVE,NOT TESTED,0,Not Tested,
108,0,24/09/2019,B,23,Dead,14.5,Myodes,glareolus,Male,juvenile,No,Yes,Yes,Yes,Yes,710,340,166,150,Am,NEGATIVE,NOT TESTED,0,Not Tested,Ectoparasites
107,0,24/09/2019,B,8,Alive,16.2,Myodes,glareolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,870,458,145,153,Am,POSITIVE,NEGATIVE,0,Not Tested,
106,0,24/09/2019,A,5,Dead,32.2,Apodemus,flavicolus,Female,adult,No,Yes,Yes,Yes,Yes,936,1003,237,183,Am,NEGATIVE,NOT TESTED,0,Not Tested,
105,0,24/09/2019,A,46,Alive,22.2,Apodemus,flavicolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,940,862,243,152,Am,NEGATIVE,NOT TESTED,0,Not Tested,
104,0,24/09/2019,A,49,Dead,14.1,Myodes,glareolus,Male,juvenile,No,Yes,Yes,Yes,Yes,746,424,125,126,Am,NEGATIVE,NOT TESTED,0,Not Tested,
103,0,24/09/2019,A,34,Alive,30.6,Apodemus,flavicolus,Male,adult,Yes,Yes,Yes,Yes,Yes,1056,1042,249,157,Am,NEGATIVE,NOT TESTED,0,Not Tested,
102,0,24/09/2019,A,40,Alive,16.2,Myodes,glareolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,875,374,137,92,Am,NEGATIVE,NOT TESTED,0,Not Tested,
101,0,24/09/2019,B,25,Alive,18,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,925,424,138,135,Am,NEGATIVE,NOT TESTED,0,Not Tested,
181,0,25/09/2019,D,42,Alive,15.3,Myodes,glareolus,Male,adult,Yes,Yes,Yes,Yes,Yes,835,348,159,112,Am,NEGATIVE,NOT TESTED,0,Not Tested,
100,0,24/09/2019,B,33,Alive,38.6,Apodemus,flavicolus,Male,juvenile,Yes,Yes,Yes,Yes,Yes,1143,1150,243,193,Am,NEGATIVE,NOT TESTED,0,Not Tested,none
