virus_clean,family,taxonomic_level,assay_clean,host_species,host_genus,host_family,host_order,n_assayed,n_positive,prop_pos
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
Orthohantavirus dobravaense,Hantaviridae,species,Serology,Apodemus flavicollis,Apodemus,Muridae,Rodentia,1,0,0
