rodent_record_id,study_id,eventDate,taxonRank,genus,scientificName,locality,country,verbatimLocality,coordinate_resolution,decimalLatitude,decimalLongitude,individualCount,trapEffort,trapEffortResolution
11386,56,2019-08-01,genus,Acomys,Acomys sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11387,56,2019-08-01,species,Aethomys,Aethomys chrysophilus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11388,56,2019-08-01,species,Aethomys,Aethomys kaiseri,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11389,56,2019-08-01,species,Aethomys,Aethomys silindensis,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11390,56,2019-08-01,genus,Aethomys,Aethomys sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11391,56,2019-08-01,species,Arvincanthis,Arvincanthis neumanni,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11392,56,2019-08-01,species,Beamys,Beamys hindei,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11393,56,2019-08-01,species,Crocidura,Crocidura bloyeti,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11394,56,2019-08-01,species,Crocidura,Crocidura hirta,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11395,56,2019-08-01,species,Crocidura,Crocidura montis,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11396,56,2019-08-01,species,Crocidura,Crocidura olivieri,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11397,56,2019-08-01,species,Crocidura,Crocidura turba,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11398,56,2019-08-01,genus,Crocidura,Crocidura sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11399,56,2019-08-01,species,Dasymys,Dasymys incomtus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11400,56,2019-08-01,species,Dendromus,Dendromus nyasae,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11401,56,2019-08-01,species,Gerbilliscus,Gerbilliscus boehmi,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11402,56,2019-08-01,species,Gerbilliscus,Gerbilliscus taborae,Karema,Tanzania,NA,site,-6.81,30.41,3,NA,NA
11403,56,2019-08-01,species,Gerbilliscus,Gerbilliscus leucogaster,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11404,56,2019-08-01,species,Gerbilliscus,Gerbilliscus taborae,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11405,56,2019-08-01,species,Gerbilliscus,Gerbilliscus vicinus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11406,56,2019-08-01,genus,Gerbilliscus,Gerbilliscus sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11407,56,2019-08-01,species,Gerbillus,Gerbillus pusillus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11408,56,2019-08-01,species,Grammomys,Grammomys macmillani,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11409,56,2019-08-01,species,Grammomys,Grammomys surdaster,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11410,56,2019-08-01,genus,Grammomys,Grammomys sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11411,56,2019-08-01,genus,Graphiurus,Graphiurus sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11412,56,2019-08-01,species,Heliophobius,Heliophobius argenteocinereus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11413,56,2019-08-01,species,Hylomyscus,Hylomyscus arcimontensis,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11414,56,2019-08-01,species,Lemniscomys,Lemniscomys rosalia,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11415,56,2019-08-01,species,Lemniscomys,Lemniscomys striatus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11416,56,2019-08-01,species,Lemniscomys,Lemniscomys zebra,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11417,56,2019-08-01,genus,Lemniscomys,Lemniscomys sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11418,56,2019-08-01,species,Lophuromys,Lophuromys kilonzoi,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11419,56,2019-08-01,species,Lophuromys,Lophuromys machangui,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11420,56,2019-08-01,species,Lophuromys,Lophuromys makundii,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11421,56,2019-08-01,species,Mastomys,Mastomys erythroleucus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11422,56,2019-08-01,species,Montemys,Montemys delectorum,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11423,56,2019-08-01,species,Mus,Mus minutoides,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11424,56,2019-08-01,species,Mus,Mus musculus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11425,56,2019-08-01,species,Mus,Mus triton,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11426,56,2019-08-01,species,Ochromyscus,Ochromyscus niveiventris,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11427,56,2019-08-01,species,Otomys,Otomys angoniensis,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11428,56,2019-08-01,genus,Otomys,Otomys sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11429,56,2019-08-01,species,Pelomys,Pelomys fallax,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11430,56,2019-08-01,species,Rattus,Rattus rattus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11431,56,2019-08-01,species,Rhabdomys,Rhabdomys dilectus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11432,56,2019-08-01,species,Saccostomus,Saccostomus campestris,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11433,56,2019-08-01,species,Saccostomus,Saccostomus umbriventer,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11434,56,2019-08-01,species,Serengetimys,Serengetimys pernanus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11435,56,2019-08-01,genus,Steatomys,Steatomys sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11436,56,2019-08-01,species,Zelotomys,Zelotomys hildegardeae,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11437,56,2019-08-01,species,Acomys,Acomys percivali,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11438,56,2019-08-01,species,Acomys,Acomys muzei,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11439,56,2019-08-01,species,Acomys,Acomys ngurui,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11440,56,2019-08-01,species,Acomys,Acomys wilsoni,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11441,56,2019-08-01,genus,Acomys,Acomys sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11442,56,2019-08-01,species,Aethomys,Aethomys chrysophilus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11443,56,2019-08-01,species,Aethomys,Aethomys kaiseri,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11444,56,2019-08-01,species,Aethomys,Aethomys silindensis,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11445,56,2019-08-01,genus,Aethomys,Aethomys sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11446,56,2019-08-01,species,Arvincanthis,Arvincanthis neumanni,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11447,56,2019-08-01,species,Beamys,Beamys hindei,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11448,56,2019-08-01,species,Crocidura,Crocidura bloyeti,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11449,56,2019-08-01,species,Crocidura,Crocidura hirta,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11450,56,2019-08-01,species,Crocidura,Crocidura montis,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11451,56,2019-08-01,species,Crocidura,Crocidura olivieri,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11452,56,2019-08-01,species,Crocidura,Crocidura turba,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11453,56,2019-08-01,genus,Crocidura,Crocidura sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11454,56,2019-08-01,species,Dasymys,Dasymys incomtus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11455,56,2019-08-01,species,Dendromus,Dendromus nyasae,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11456,56,2019-08-01,species,Gerbilliscus,Gerbilliscus boehmi,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11457,56,2019-08-01,species,Gerbilliscus,Gerbilliscus taborae,Karema,Tanzania,NA,site,-6.81,30.41,3,NA,NA
11458,56,2019-08-01,species,Gerbilliscus,Gerbilliscus leucogaster,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11459,56,2019-08-01,species,Gerbilliscus,Gerbilliscus taborae,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11460,56,2019-08-01,species,Gerbilliscus,Gerbilliscus vicinus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11461,56,2019-08-01,genus,Gerbilliscus,Gerbilliscus sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11462,56,2019-08-01,species,Gerbillus,Gerbillus pusillus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11463,56,2019-08-01,species,Grammomys,Grammomys macmillani,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11464,56,2019-08-01,species,Grammomys,Grammomys surdaster,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11465,56,2019-08-01,genus,Grammomys,Grammomys sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11466,56,2019-08-01,genus,Graphiurus,Graphiurus sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11467,56,2019-08-01,species,Heliophobius,Heliophobius argenteocinereus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11468,56,2019-08-01,species,Hylomyscus,Hylomyscus arcimontensis,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11469,56,2019-08-01,species,Lemniscomys,Lemniscomys rosalia,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11470,56,2019-08-01,species,Lemniscomys,Lemniscomys striatus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11471,56,2019-08-01,species,Lemniscomys,Lemniscomys zebra,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11472,56,2019-08-01,genus,Lemniscomys,Lemniscomys sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11473,56,2019-08-01,species,Lophuromys,Lophuromys kilonzoi,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11474,56,2019-08-01,species,Lophuromys,Lophuromys machangui,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11475,56,2019-08-01,species,Lophuromys,Lophuromys makundii,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11476,56,2019-08-01,species,Mastomys,Mastomys erythroleucus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11477,56,2019-08-01,species,Montemys,Montemys delectorum,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11478,56,2019-08-01,species,Mus,Mus minutoides,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11479,56,2019-08-01,species,Mus,Mus musculus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11480,56,2019-08-01,species,Mus,Mus triton,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11481,56,2019-08-01,species,Ochromyscus,Ochromyscus niveiventris,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11482,56,2019-08-01,species,Otomys,Otomys angoniensis,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11483,56,2019-08-01,genus,Otomys,Otomys sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11484,56,2019-08-01,species,Pelomys,Pelomys fallax,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11485,56,2019-08-01,species,Rattus,Rattus rattus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11486,56,2019-08-01,species,Rhabdomys,Rhabdomys dilectus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11487,56,2019-08-01,species,Saccostomus,Saccostomus campestris,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11488,56,2019-08-01,species,Saccostomus,Saccostomus umbriventer,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11489,56,2019-08-01,species,Serengetimys,Serengetimys pernanus,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11490,56,2019-08-01,genus,Steatomys,Steatomys sp.,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11491,56,2019-08-01,species,Zelotomys,Zelotomys hildegardeae,Karema,Tanzania,NA,site,-6.81,30.41,0,NA,NA
11492,56,2019-08-01,species,Acomys,Acomys percivali,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11493,56,2019-08-01,species,Acomys,Acomys muzei,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11494,56,2019-08-01,species,Acomys,Acomys ngurui,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11495,56,2019-08-01,species,Acomys,Acomys wilsoni,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11496,56,2019-08-01,genus,Acomys,Acomys sp.,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11497,56,2019-08-01,species,Aethomys,Aethomys chrysophilus,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11498,56,2019-08-01,species,Aethomys,Aethomys kaiseri,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11499,56,2019-08-01,species,Aethomys,Aethomys silindensis,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11500,56,2019-08-01,genus,Aethomys,Aethomys sp.,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11501,56,2019-08-01,species,Arvincanthis,Arvincanthis neumanni,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11502,56,2019-08-01,species,Beamys,Beamys hindei,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11503,56,2019-08-01,species,Crocidura,Crocidura bloyeti,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11504,56,2019-08-01,species,Crocidura,Crocidura hirta,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11505,56,2019-08-01,species,Crocidura,Crocidura montis,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11506,56,2019-08-01,species,Crocidura,Crocidura olivieri,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11507,56,2019-08-01,species,Crocidura,Crocidura turba,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11508,56,2019-08-01,genus,Crocidura,Crocidura sp.,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11509,56,2019-08-01,species,Dasymys,Dasymys incomtus,Kasu,Tanzania,NA,site,-7.63,31.32,1,NA,NA
11510,56,2019-08-01,species,Dendromus,Dendromus nyasae,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11511,56,2019-08-01,species,Gerbilliscus,Gerbilliscus boehmi,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11512,56,2019-08-01,species,Gerbilliscus,Gerbilliscus taborae,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11513,56,2019-08-01,species,Gerbilliscus,Gerbilliscus leucogaster,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11514,56,2019-08-01,species,Gerbilliscus,Gerbilliscus taborae,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11515,56,2019-08-01,species,Gerbilliscus,Gerbilliscus vicinus,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11516,56,2019-08-01,genus,Gerbilliscus,Gerbilliscus sp.,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11517,56,2019-08-01,species,Gerbillus,Gerbillus pusillus,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11518,56,2019-08-01,species,Grammomys,Grammomys macmillani,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11519,56,2019-08-01,species,Grammomys,Grammomys surdaster,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11520,56,2019-08-01,genus,Grammomys,Grammomys sp.,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11521,56,2019-08-01,genus,Graphiurus,Graphiurus sp.,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11522,56,2019-08-01,species,Heliophobius,Heliophobius argenteocinereus,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11523,56,2019-08-01,species,Hylomyscus,Hylomyscus arcimontensis,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11524,56,2019-08-01,species,Lemniscomys,Lemniscomys rosalia,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11525,56,2019-08-01,species,Lemniscomys,Lemniscomys striatus,Kasu,Tanzania,NA,site,-7.63,31.32,1,NA,NA
11526,56,2019-08-01,species,Lemniscomys,Lemniscomys zebra,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11527,56,2019-08-01,genus,Lemniscomys,Lemniscomys sp.,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11528,56,2019-08-01,species,Lophuromys,Lophuromys kilonzoi,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11529,56,2019-08-01,species,Lophuromys,Lophuromys machangui,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11530,56,2019-08-01,species,Lophuromys,Lophuromys makundii,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11531,56,2019-08-01,species,Mastomys,Mastomys erythroleucus,Kasu,Tanzania,NA,site,-7.63,31.32,2,NA,NA
11532,56,2019-08-01,species,Montemys,Montemys delectorum,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11533,56,2019-08-01,species,Mus,Mus minutoides,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11534,56,2019-08-01,species,Mus,Mus musculus,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11535,56,2019-08-01,species,Mus,Mus triton,Kasu,Tanzania,NA,site,-7.63,31.32,1,NA,NA
11536,56,2019-08-01,species,Ochromyscus,Ochromyscus niveiventris,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11537,56,2019-08-01,species,Otomys,Otomys angoniensis,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11538,56,2019-08-01,genus,Otomys,Otomys sp.,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11539,56,2019-08-01,species,Pelomys,Pelomys fallax,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11540,56,2019-08-01,species,Rattus,Rattus rattus,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11541,56,2019-08-01,species,Rhabdomys,Rhabdomys dilectus,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11542,56,2019-08-01,species,Saccostomus,Saccostomus campestris,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11543,56,2019-08-01,species,Saccostomus,Saccostomus umbriventer,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11544,56,2019-08-01,species,Serengetimys,Serengetimys pernanus,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11545,56,2019-08-01,genus,Steatomys,Steatomys sp.,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11546,56,2019-08-01,species,Zelotomys,Zelotomys hildegardeae,Kasu,Tanzania,NA,site,-7.63,31.32,0,NA,NA
11547,56,2019-08-01,species,Acomys,Acomys percivali,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11548,56,2019-08-01,species,Acomys,Acomys muzei,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11549,56,2019-08-01,species,Acomys,Acomys ngurui,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11550,56,2019-08-01,species,Acomys,Acomys wilsoni,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11551,56,2019-08-01,genus,Acomys,Acomys sp.,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11552,56,2019-08-01,species,Aethomys,Aethomys chrysophilus,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11553,56,2019-08-01,species,Aethomys,Aethomys kaiseri,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11554,56,2019-08-01,species,Aethomys,Aethomys silindensis,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11555,56,2019-08-01,genus,Aethomys,Aethomys sp.,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11556,56,2019-08-01,species,Arvincanthis,Arvincanthis neumanni,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11557,56,2019-08-01,species,Beamys,Beamys hindei,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11558,56,2019-08-01,species,Crocidura,Crocidura bloyeti,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11559,56,2019-08-01,species,Crocidura,Crocidura hirta,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11560,56,2019-08-01,species,Crocidura,Crocidura montis,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11561,56,2019-08-01,species,Crocidura,Crocidura olivieri,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11562,56,2019-08-01,species,Crocidura,Crocidura turba,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11563,56,2019-08-01,genus,Crocidura,Crocidura sp.,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11564,56,2019-08-01,species,Dasymys,Dasymys incomtus,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11565,56,2019-08-01,species,Dendromus,Dendromus nyasae,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11566,56,2019-08-01,species,Gerbilliscus,Gerbilliscus boehmi,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11567,56,2019-08-01,species,Gerbilliscus,Gerbilliscus taborae,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11568,56,2019-08-01,species,Gerbilliscus,Gerbilliscus leucogaster,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11569,56,2019-08-01,species,Gerbilliscus,Gerbilliscus taborae,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11570,56,2019-08-01,species,Gerbilliscus,Gerbilliscus vicinus,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11571,56,2019-08-01,genus,Gerbilliscus,Gerbilliscus sp.,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
11572,56,2019-08-01,species,Gerbillus,Gerbillus pusillus,Kasu,Tanzania,NA,site,-7.64,31.32,0,NA,NA
