rodent_record_id,study_id,eventDate,taxonRank,genus,scientificName,locality,country,verbatimLocality,coordinate_resolution,decimalLatitude,decimalLongitude,individualCount,trapEffort,trapEffortResolution
6038,29,2017-02-22,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6039,29,2017-02-22,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6040,29,2017-02-22,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6041,29,2017-02-22,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6042,29,2017-02-22,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6043,29,2017-02-22,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6044,29,2017-02-22,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6045,29,2017-02-22,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6046,29,2017-02-22,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6047,29,2017-02-22,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6048,29,2017-02-22,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6049,29,2017-02-22,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6050,29,2017-02-22,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6051,29,2017-02-22,species,Calomys,Calomys callosus,Mbaracayú Forest Biosphere Reserve,Paraguay,H,forest,-24.1221,-55.447,1,38880,study
6052,29,2017-02-22,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6053,29,2017-02-22,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6054,29,2017-02-22,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6055,29,2017-02-22,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6056,29,2017-02-22,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6057,29,2017-02-22,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6058,29,2017-02-22,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6059,29,2017-02-22,species,Oligoryzomys,Oligoryzomys mattogrossae,Mbaracayú Forest Biosphere Reserve,Paraguay,H,forest,-24.1221,-55.447,1,38880,study
6060,29,2017-02-22,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6061,29,2017-02-22,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6062,29,2017-02-22,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6063,29,2017-02-22,species,Sooretamys,Sooretamys angouya,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6064,29,2017-02-23,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6065,29,2017-02-23,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6066,29,2017-02-23,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6067,29,2017-02-23,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6068,29,2017-02-23,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6069,29,2017-02-23,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6070,29,2017-02-23,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6071,29,2017-02-23,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6072,29,2017-02-23,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6073,29,2017-02-23,species,Oligoryzomys,Oligoryzomys mattogrossae,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6074,29,2017-02-23,species,Oligoryzomys,Oligoryzomys mattogrossae,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6075,29,2017-02-23,species,Oligoryzomys,Oligoryzomys mattogrossae,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6076,29,2017-02-23,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6077,29,2017-02-23,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6078,29,2017-02-24,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6079,29,2017-02-24,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6080,29,2017-02-24,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6081,29,2017-02-24,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6082,29,2017-02-24,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6083,29,2017-02-24,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6084,29,2017-02-24,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6085,29,2017-02-24,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6086,29,2017-02-24,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6087,29,2017-02-24,species,Oligoryzomys,Oligoryzomys flavescens,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6088,29,2017-02-24,species,Oligoryzomys,Oligoryzomys flavescens,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6089,29,2017-02-24,species,Oligoryzomys,Oligoryzomys mattogrossae,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6090,29,2017-02-24,species,Oligoryzomys,Oligoryzomys mattogrossae,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6091,29,2017-02-24,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6092,29,2017-02-24,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6093,29,2017-02-24,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6094,29,2017-02-24,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6095,29,2017-02-24,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6096,29,2017-02-24,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6097,29,2017-02-25,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6098,29,2017-02-25,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6099,29,2017-02-25,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6100,29,2017-02-25,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6101,29,2017-02-25,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6102,29,2017-02-25,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6103,29,2017-02-25,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6104,29,2017-02-25,species,Oligoryzomys,Oligoryzomys flavescens,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6105,29,2017-02-25,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6106,29,2017-02-25,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6107,29,2017-02-26,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6108,29,2017-02-26,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6109,29,2017-02-26,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6110,29,2017-02-26,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6111,29,2017-02-26,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6112,29,2017-02-26,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6113,29,2017-02-26,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6114,29,2017-02-26,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6115,29,2017-02-26,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6116,29,2017-02-26,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6117,29,2017-02-26,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6118,29,2017-02-26,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6119,29,2017-02-26,species,Oligoryzomys,Oligoryzomys mattogrossae,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6120,29,2017-02-26,species,Oligoryzomys,Oligoryzomys mattogrossae,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6121,29,2017-02-26,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,A,forest,-24.1221,-55.447,1,38880,study
6122,29,2017-02-27,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6123,29,2017-02-27,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6124,29,2017-02-27,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6125,29,2017-02-28,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6126,29,2017-02-28,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6127,29,2017-02-28,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6128,29,2017-03-01,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6129,29,2017-03-01,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6130,29,2017-03-01,species,Oligoryzomys,Oligoryzomys nigripes,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6131,29,2017-03-02,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6132,29,2017-03-02,species,Akodon,Akodon montensis,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6133,29,2017-03-02,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6134,29,2017-03-02,species,Hylaeamys,Hylaeamys megacephalus,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6135,29,2017-03-02,species,Scapteromys,Scapteromys aquaticus,Mbaracayú Forest Biosphere Reserve,Paraguay,D,forest,-24.1221,-55.447,1,38880,study
6136,30,2015,species,Arvicola,Arvicola amphibius,Camarthenshire,Wales,NA,county,51.8561,-4.3106,1,NA,NA
6137,30,2015,species,Arvicola,Arvicola amphibius,Kent,England,NA,county,51.2,0.7,1,NA,NA
6138,30,2015,species,Arvicola,Arvicola amphibius,Kent,England,NA,county,51.2,0.7,1,NA,NA
6139,30,2015,species,Arvicola,Arvicola amphibius,Kent,England,NA,county,51.2,0.7,1,NA,NA
6140,30,2015,species,Arvicola,Arvicola amphibius,Kent,England,NA,county,51.2,0.7,1,NA,NA
6141,30,2015,species,Arvicola,Arvicola amphibius,Lanarkshire,Scotland,NA,county,55.5833,-3.8333,1,NA,NA
6142,30,2015,species,Arvicola,Arvicola amphibius,Lanarkshire,Scotland,NA,county,55.5833,-3.8333,1,NA,NA
6143,30,2015,species,Arvicola,Arvicola amphibius,Lanarkshire,Scotland,NA,county,55.5833,-3.8333,1,NA,NA
6144,30,2015,species,Arvicola,Arvicola amphibius,Lincolnshire,England,NA,county,53.1,-0.2,1,NA,NA
6145,30,2015,species,Arvicola,Arvicola amphibius,Lincolnshire,England,NA,county,53.1,-0.2,1,NA,NA
6146,30,2015,species,Arvicola,Arvicola amphibius,Lincolnshire,England,NA,county,53.1,-0.2,1,NA,NA
6147,30,2015,species,Arvicola,Arvicola amphibius,Lincolnshire,England,NA,county,53.1,-0.2,1,NA,NA
6148,30,2015,species,Arvicola,Arvicola amphibius,Lincolnshire,England,NA,county,53.1,-0.2,1,NA,NA
6149,30,2015,species,Arvicola,Arvicola amphibius,Somerset,England,NA,county,51.1,-2.9,1,NA,NA
6150,30,2015,species,Arvicola,Arvicola amphibius,Warwickshire,England,NA,county,52.2671,1.4675,1,NA,NA
6151,30,2015,species,Arvicola,Arvicola amphibius,West Sussex,England,NA,county,50.9167,-0.5,1,NA,NA
6152,30,2010-2015,species,Castor,Castor fiber,Bavaria,Germany,NA,state,49.0786,11.3856,1,NA,NA
6153,30,2010-2015,species,Castor,Castor fiber,Bavaria,Germany,NA,state,49.0786,11.3856,1,NA,NA
6154,30,2010-2015,species,Castor,Castor fiber,Bavaria,Germany,NA,state,49.0786,11.3856,1,NA,NA
6155,30,2010-2015,species,Castor,Castor fiber,Bavaria,Germany,NA,state,49.0786,11.3856,1,NA,NA
6156,30,2010-2015,species,Castor,Castor fiber,Bavaria,Germany,NA,state,49.0786,11.3856,1,NA,NA
6157,30,2010-2015,species,Castor,Castor fiber,Telemark,Norway,NA,county,59.5,8.7,1,NA,NA
6158,30,2010-2015,species,Castor,Castor fiber,Telemark,Norway,NA,county,59.5,8.7,1,NA,NA
6159,30,2010-2015,species,Castor,Castor fiber,Telemark,Norway,NA,county,59.5,8.7,1,NA,NA
6160,30,2010-2015,species,Castor,Castor fiber,Telemark,Norway,NA,county,59.5,8.7,1,NA,NA
6161,30,2010-2015,species,Castor,Castor fiber,Telemark,Norway,NA,county,59.5,8.7,1,NA,NA
6162,30,2010-2015,species,Castor,Castor fiber,Telemark,Norway,NA,county,59.5,8.7,1,NA,NA
6163,30,2010-2015,species,Castor,Castor fiber,Tayside,Scotland,NA,county,56.7,-3.73,1,NA,NA
6164,30,2010-2015,species,Castor,Castor fiber,Tayside,Scotland,NA,county,56.7,-3.73,1,NA,NA
6165,30,2010-2015,species,Castor,Castor fiber,Tayside,Scotland,NA,county,56.7,-3.73,1,NA,NA
6166,30,2010-2015,species,Castor,Castor fiber,Tayside,Scotland,NA,county,56.7,-3.73,1,NA,NA
6167,30,2010-2015,species,Castor,Castor fiber,Tayside,Scotland,NA,county,56.7,-3.73,1,NA,NA
6168,30,2010-2015,species,Castor,Castor fiber,Tayside,Scotland,NA,county,56.7,-3.73,1,NA,NA
6169,30,2010-2015,species,Castor,Castor fiber,Knapdale,Scotland,NA,district,56.02,-5.52,1,NA,NA
6170,30,2010-2015,species,Castor,Castor fiber,Knapdale,Scotland,NA,district,56.02,-5.52,1,NA,NA
6171,30,2010-2015,species,Castor,Castor fiber,Knapdale,Scotland,NA,district,56.02,-5.52,1,NA,NA
6172,31,2011/10-2013/10,species,Oligoryzomys,Oligoryzomys longicaudatus,Rivadavia Lake valley,Argentina,NA,province,-42.5167,-71.45,1072,26517,study
6173,31,2011/10-2013/10,species,Abrothrix,Abrothrix longipilis,Rivadavia Lake valley,Argentina,NA,province,-42.5167,-71.45,188,26517,study
6174,31,2011/10-2013/10,species,Abrothrix,Abrothrix olivaceus,Rivadavia Lake valley,Argentina,NA,province,-42.5167,-71.45,109,26517,study
6175,31,2011/10-2013/10,species,Loxodontomys,Loxodontomys micropus,Rivadavia Lake valley,Argentina,NA,province,-42.5167,-71.45,20,26517,study
6176,31,2011/10-2013/10,species,Reithrodon,Reithrodon auritus,Rivadavia Lake valley,Argentina,NA,province,-42.5167,-71.45,11,26517,study
6177,31,2011/10-2013/10,species,Chelemys,Chelemys macronyx,Rivadavia Lake valley,Argentina,NA,province,-42.5167,-71.45,7,26517,study
6178,31,2011/10-2013/10,species,Irenomys,Irenomys tarsalis,Rivadavia Lake valley,Argentina,NA,province,-42.5167,-71.45,3,26517,study
6179,31,2011/10-2013/10,species,Geoxus,Geoxus valdivianus,Rivadavia Lake valley,Argentina,NA,province,-42.5167,-71.45,1,26517,study
6180,32,2020/08,species,Peromyscus,Peromyscus maniculatus,Northern New Mexico,USA,site 1,state,34,-106,32,NA,NA
6181,32,2020/08,species,Peromyscus,Peromyscus maniculatus,Northern New Mexico,USA,site 2,state,34,-106,9,NA,NA
6182,32,2020/08,species,Peromyscus,Peromyscus boylii,Northern New Mexico,USA,site 1,state,34,-106,0,NA,NA
6183,32,2020/08,species,Peromyscus,Peromyscus boylii,Northern New Mexico,USA,site 2,state,34,-106,4,NA,NA
6184,32,2020/08,species,Mus,Mus musculus,Northern New Mexico,USA,site 1,state,34,-106,9,NA,NA
6185,32,2020/08,species,Mus,Mus musculus,Northern New Mexico,USA,site 2,state,34,-106,0,NA,NA
6186,32,2020/08,species,Neotoma,Neotoma mexicana,Northern New Mexico,USA,site 1,state,34,-106,0,NA,NA
6187,32,2020/08,species,Neotoma,Neotoma mexicana,Northern New Mexico,USA,site 2,state,34,-106,4,NA,NA
6188,32,2020/08,species,Tamias,Tamias minimus,Northern New Mexico,USA,site 1,state,34,-106,5,NA,NA
6189,32,2020/08,species,Tamias,Tamias minimus,Northern New Mexico,USA,site 2,state,34,-106,6,NA,NA
6190,33,2006,species,Microtus,Microtus agrestis,Marzehns,Germany,NA,village,52.0104,12.6059,9,NA,NA
6191,33,2006,species,Microtus,Microtus arvalis,Marzehns,Germany,NA,village,52.0104,12.6059,0,NA,NA
6192,33,2007,species,Microtus,Microtus agrestis,Marzehns,Germany,NA,village,52.0104,12.6059,33,NA,NA
6193,33,2007,species,Microtus,Microtus arvalis,Marzehns,Germany,NA,village,52.0104,12.6059,7,NA,NA
6194,33,2006,species,Microtus,Microtus agrestis,Schwenow,Germany,NA,village,52.1429,14.0434,5,NA,NA
6195,33,2006,species,Microtus,Microtus arvalis,Schwenow,Germany,NA,village,52.1429,14.0434,0,NA,NA
6196,33,2008,species,Microtus,Microtus agrestis,Schwenow,Germany,NA,village,52.1429,14.0434,3,NA,NA
6197,33,2008,species,Microtus,Microtus arvalis,Schwenow,Germany,NA,village,52.1429,14.0434,1,NA,NA
6198,33,2006,species,Microtus,Microtus agrestis,Stadtsee,Germany,NA,village,52.8683,13.8375,12,NA,NA
6199,33,2006,species,Microtus,Microtus arvalis,Stadtsee,Germany,NA,village,52.8683,13.8375,0,NA,NA
6200,33,2007,species,Microtus,Microtus agrestis,Stadtsee,Germany,NA,village,52.8683,13.8375,14,NA,NA
6201,33,2007,species,Microtus,Microtus arvalis,Stadtsee,Germany,NA,village,52.8683,13.8375,0,NA,NA
6202,33,2008,species,Microtus,Microtus agrestis,Stadtsee,Germany,NA,village,52.8683,13.8375,39,NA,NA
6203,33,2008,species,Microtus,Microtus arvalis,Stadtsee,Germany,NA,village,52.8683,13.8375,0,NA,NA
6204,33,2008,species,Microtus,Microtus agrestis,Traemmersee,Germany,NA,village,52.9579,13.4597,8,NA,NA
6205,33,2008,species,Microtus,Microtus arvalis,Traemmersee,Germany,NA,village,52.9579,13.4597,5,NA,NA
6206,33,2018,species,Microtus,Microtus agrestis,Traemmersee,Germany,NA,village,52.9579,13.4597,3,NA,NA
6207,33,2018,species,Microtus,Microtus arvalis,Traemmersee,Germany,NA,village,52.9579,13.4597,0,NA,NA
6208,34,2020,species,Rattus,Rattus norvegicus,Shenzen,China,NA,city,22.5542,114.0504,189,NA,NA
6209,34,2020,species,Rattus,Rattus flavipectus,Shenzen,China,NA,city,22.5542,114.0504,9,NA,NA
6210,34,2020,species,Mus,Mus musculus,Shenzen,China,NA,city,22.5542,114.0504,2,NA,NA
6211,35,2016,species,Apodemus,Apodemus agrarius,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,0,NA,NA
6212,35,2016,species,Mus,Mus musculus,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,0,NA,NA
6213,35,2016,species,Rattus,Rattus norvegicus,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,17,NA,NA
6214,35,2016,species,Rattus,Rattus flavipectus,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,4,NA,NA
6215,35,2016,species,Sorex,Sorex araneus,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,2,NA,NA
6216,35,2016,species,Apodemus,Apodemus agrarius,"Qingzha Port, Wenchang City",China,NA,port,21.7278,108.5887,0,NA,NA
6217,35,2016,species,Mus,Mus musculus,"Qingzha Port, Wenchang City",China,NA,port,21.7278,108.5887,0,NA,NA
6218,35,2016,species,Rattus,Rattus norvegicus,"Qingzha Port, Wenchang City",China,NA,port,21.7278,108.5887,1,NA,NA
6219,35,2016,species,Rattus,Rattus flavipectus,"Qingzha Port, Wenchang City",China,NA,port,21.7278,108.5887,0,NA,NA
6220,35,2016,species,Sorex,Sorex araneus,"Qingzha Port, Wenchang City",China,NA,port,21.7278,108.5887,0,NA,NA
6221,35,2016,species,Apodemus,Apodemus agrarius,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,0,NA,NA
6222,35,2016,species,Mus,Mus musculus,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,0,NA,NA
6223,35,2016,species,Rattus,Rattus norvegicus,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,4,NA,NA
6224,35,2016,species,Rattus,Rattus flavipectus,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,1,NA,NA
6225,35,2016,species,Sorex,Sorex araneus,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,0,NA,NA
6226,35,2017,species,Apodemus,Apodemus agrarius,"Haikou Port, Haikou City",China,NA,port,20.0263,110.2811,0,NA,NA
6227,35,2017,species,Mus,Mus musculus,"Haikou Port, Haikou City",China,NA,port,20.0263,110.2811,0,NA,NA
6228,35,2017,species,Rattus,Rattus norvegicus,"Haikou Port, Haikou City",China,NA,port,20.0263,110.2811,1,NA,NA
6229,35,2017,species,Rattus,Rattus flavipectus,"Haikou Port, Haikou City",China,NA,port,20.0263,110.2811,0,NA,NA
6230,35,2017,species,Sorex,Sorex araneus,"Haikou Port, Haikou City",China,NA,port,20.0263,110.2811,0,NA,NA
6231,35,2017,species,Apodemus,Apodemus agrarius,"Qingzha Port, Wenchang City",China,NA,port,21.7278,108.5887,0,NA,NA
6232,35,2017,species,Mus,Mus musculus,"Qingzha Port, Wenchang City",China,NA,port,21.7278,108.5887,0,NA,NA
6233,35,2017,species,Rattus,Rattus norvegicus,"Qingzha Port, Wenchang City",China,NA,port,21.7278,108.5887,2,NA,NA
6234,35,2017,species,Rattus,Rattus flavipectus,"Qingzha Port, Wenchang City",China,NA,port,21.7278,108.5887,0,NA,NA
